,created,user_location,tweet_text,username,all_hashtags,refine_text,text_length
802,11/8/2020 19:31,NA,b'No. of IPL finals for each team:  8 - CSK 6 - MI 3 - RCB 2 - KKR 2 - SRH 1 - Deccan 1 - KXIP 1 - RR 1 - RPS 1 - Delhi   #IPL2020 #MIvDC #IPLFinal',b'BanaDharam',"['IPL2020', 'MIvDC', 'IPLFinal']",final team csk mi rcb kkr srh deccan kxip rr rps delhi,17
803,11/8/2020 19:31,NA,b'Great performance by @SunRisers \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f in #ipl2020 Proud to be an #SRH fan... #OrangeArmy \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa https://t.co/4ixv23rlOf',b'chintu002',"['ipl2020', 'SRH', 'OrangeArmy']",great performance xfxfxxfxfxfxxfxfxfxxfxfxfxxf proud fan xfxfxxaaxfxfxxaaxfxfxxaa,11
804,11/8/2020 19:30,NA,b'Respect \xe2\x9c\x8a #SRH #orangeArmy #ipl2020 https://t.co/3LIMrX18XP',b'Krishnaveni9694',"['SRH', 'orangeArmy', 'ipl2020']",respect xexcxa,2
805,11/8/2020 19:30,NA,b'#OrangeArmy #IPL2020 #KeepRising #natarajan #Samad #Kane we are orange army https://t.co/dAZCQnkorx',b'AbvpVignesh',"['OrangeArmy', 'IPL2020', 'KeepRising', 'natarajan', 'Samad', 'Kane']",orange army,4
806,11/8/2020 19:30,NA,b'They fought. They fought really hard! Well played @SunRisers. You played really well! Thank you for the entertainment! #IPL2020 #SRHvsDC',b'nmlgoel',"['IPL2020', 'SRHvsDC']",fought fought really hard well played played really well thank entertainment,17
807,11/8/2020 19:30,NA,b'Just \xf0\x9f\x92\x94\xf0\x9f\x92\x94 This is painful \xf0\x9f\x98\xad  #SRHvsDC  #OrangeArmy  #IPL2020',b'Sakethspeaks',"['SRHvsDC', 'OrangeArmy', 'IPL2020']",xfxfxxxfxfxx painful xfxfxxad,6
808,11/8/2020 19:29,NA,b'My favorite players of #SRH #IPL2020   #RashidKhan  #Warner  #KaneWilliamson  #natarajan  #Samad   #Garg got opportunities but he failed to prove.   #OrangeArmy',b'bestDealplace',"['SRH', 'IPL2020', 'RashidKhan', 'Warner', 'KaneWilliamson', 'natarajan', 'Samad', 'Garg', 'OrangeArmy']",favorite player got opportunity failed prove,11
809,11/8/2020 19:29,NA,b'Mumbai Indians is winner of ipl 2020 #mi #MumbaiIndians #IPL2020',b'Ambrish__mishra',"['mi', 'MumbaiIndians', 'IPL2020']",mumbai indian winner,6
810,11/8/2020 19:29,NA,b'My best Playing XI of #SRH in #IPL2020   Warner Saha Manish Pandey Kane Williamson Vijay shankar Mohammad Nabi/Jason holder Abdul Samad Rashid Khan Sandeep Sharma Natrajan Bhuvneshwar Kumar/Nadeem  Garg and Abhishek misses because shankar can bowl and in good touch at the end',b'jayaprakash_JSP',"['SRH', 'IPL2020']",best playing xi warner saha manish pandey kane williamson vijay shankar mohammad nabijason holder abdul samad rashid khan sandeep sharma natrajan bhuvneshwar kumarnadeem garg abhishek miss shankar bowl good touch end,41
811,11/8/2020 19:28,NA,b'Delhi Capitals elated to reach the finals &amp; face a team they terribly lost all 3 matches to this season \xf0\x9f\x98\x87 Optimism \xf0\x9f\x92\xaf #DCvSRH #IPL2020',b'Aakashk47',"['DCvSRH', 'IPL2020']",delhi capital elated reach final face team terribly lost match season optimism xfxfxxaf,22
812,11/8/2020 19:28,NA,"b'Worst things about making Foreigner A Captain is, He cannot be replaced if not in form. #SteveSmith #DavidWarner #IPL2020'",b'AnannFanan',"['SteveSmith', 'DavidWarner', 'IPL2020']",worst thing making foreigner captain cannot replaced form,16
813,11/8/2020 19:28,NA,b'@joy_ebike Mumbai Indians will win this year IPL #IPLContest2020 #IPL2020 #JoyEbike @joy_ebike  Join @Shruti_Karkera1 @RohanDhodare @NaliniTechFan',b'karkerasrj',"['IPLContest2020', 'IPL2020', 'JoyEbike']",mumbai indian win year join,8
814,11/8/2020 19:28,NA,b'IPL finalists..? #IPL2020',b'iSaadAwais22_',['IPL2020'],finalist,2
815,11/8/2020 19:28,NA,b'Mumbai Indians will win this year IPL #IPLContest2020 #IPL2020 #JoyEbike @joy_ebike  Join @Shruti_Karkera1 @RohanDhodare @NaliniTechFan https://t.co/uNqtktDKcA',b'karkerasrj',"['IPLContest2020', 'IPL2020', 'JoyEbike']",mumbai indian win year join,8
816,11/8/2020 19:28,NA,b'Awkward watching Warner at the Presentation. So defensive. Spirited run chase from Sunrisers but not even another Williamson masterclass could make up for Warner\xe2\x80\x99s deficiencies as captain (and against pace) and Bairstow\xe2\x80\x99s omission in favour of a poor Holder. #MIvsSRH #IPL2020',b'Richard_Mann11',"['MIvsSRH', 'IPL2020']",awkward watching warner presentation defensive spirited run chase sunrisers even another williamson masterclass could make warnerxexxs deficiency captain pace bairstowxexxs omission favour poor holder,39
817,11/8/2020 19:27,NA,b'Dc will won tha #IPL2020 #DelhiCapitals',b'Ambrish__mishra',"['IPL2020', 'DelhiCapitals']",dc tha,4
818,11/8/2020 19:27,NA,b'Noball?! Your opinion #DCvsSRH  #DCvSRH #SRHvsDC #srh #IPL2020 #noball #EeSalaCupNamde #DCvsMI https://t.co/t9fhahBqHN',b'varma_1221',"['DCvsSRH', 'DCvSRH', 'SRHvsDC', 'srh', 'IPL2020', 'noball', 'EeSalaCupNamde', 'DCvsMI']",noball opinion,3
819,11/8/2020 19:27,NA,"b""@ABDULSAMAD___1  The young champ this season. Can't wait to see you getting to glorious heights. Gun fielder and a super hitter. #SRHvsDC #SRH #IPL2020""",b'TheSteamedMomos',"['SRHvsDC', 'SRH', 'IPL2020']",young champ season cant wait see getting glorious height gun fielder super hitter,20
820,11/8/2020 19:27,NA,b'Look who predicted it #IPL2020 https://t.co/S8ZwAzxLAG',b'imRamaReddy',['IPL2020'],look predicted,4
821,11/8/2020 19:26,NA,b'@joy_ebike @Smiley_Bharati Mumbai Indians will win this year IPL #IPLContest2020 #IPL2020 #JoyEbike @joy_ebike  Join @Shruti_Karkera1 @karkerasrj @NaliniTechFan',b'TECHIELEAKS1',"['IPLContest2020', 'IPL2020', 'JoyEbike']",mumbai indian win year join,8
822,11/8/2020 19:26,NA,b'Are we gonna see a new team lifting the @IPL Trophy this year...  Very much excited to look how @DelhiCapitals Plays their first ever ipl finals.... #IPL2020 #MIvsDC',b'Mr_Pandey07',"['IPL2020', 'MIvsDC']",gonna see new team lifting trophy year much excited look play first ever final,24
823,11/8/2020 19:25,NA,b'@cricbuzz One of my favourite overseas player @davidwarner31 \xe2\x99\xa5\xef\xb8\x8f\xe2\x99\xa5\xef\xb8\x8f #Bhuvi #DavidWarner #SRHvsDC #IPL2020',b'Mishra_Ap7',"['Bhuvi', 'DavidWarner', 'SRHvsDC', 'IPL2020']",one favourite overseas player xexxaxefxbxfxexxaxefxbxf,7
824,11/8/2020 19:25,NA,b'@SunRisers inspite of injuries well played overall 2 reach semis  @davidwarner31  @NotNossy @ABDULSAMAD___1 @Wriddhipops @im_manishpandey @jbairstow21 @priyamg03149099 @rashidkhan_19  @Jaseholder98 @Natarajan_91 @sandeep25a @imK_Ahmed13  @_ShahbazNadeem @vijayshankar260 #IPL2020',b'DrSyedArsalan2',['IPL2020'],inspite injury well played overall reach semi,8
825,11/8/2020 19:25,NA,b'Called it a month back :)  Would be good to see DC pull off a win in the finals against a stronger looking MI #IPL2020 #MIvsDC https://t.co/obI1XUZqJM',b'pnishanth',"['IPL2020', 'MIvsDC']",called month back would good see dc pull win final stronger looking mi,23
826,11/8/2020 19:25,NA,"b""Well played #SRH. A bad day for you guys today. Wanted you guys to win. Congratulations #DC. Let's hope you can finally beat #MI. Unlike #CSK\xe2\x80\xaflast year. #SRHvsDC #IPL2020""",b'YudhajitDutta',"['SRH', 'DC', 'MI', 'CSK', 'SRHvsDC', 'IPL2020']",well played bad day guy today wanted guy win congratulation let hope finally beat unlike xexxaflast year,24
827,11/8/2020 19:25,NA,"b""First IPL final for Delhi capitals alias Delhi Daredevils since 2008 Edition. Can't wait for the finals  #MIvsDC #DelhiCapitals  #MumbaiIndians #iplseason13 #IPL2020 #IPLfinal2020 https://t.co/BAqMlRpoBp""",b'ganeshv1511',"['MIvsDC', 'DelhiCapitals', 'MumbaiIndians', 'iplseason13', 'IPL2020', 'IPLfinal2020']",first delhi capital alias delhi daredevil since edition cant wait final,16
828,11/8/2020 19:25,NA,"b""So it's going to Country's Capital Vs Financial Capital in the #IPL2020 finals ..""",b'_setoodeh',['IPL2020'],going country capital v financial capital final,12
829,11/8/2020 19:24,NA,b'U just dropped next match wtf gameing #DC #IPL2020 #DC2020 #RishabhPant https://t.co/NASVmEuVbE',b'MaanuChanni',"['DC', 'IPL2020', 'DC2020', 'RishabhPant']",dropped next match wtf gameing,7
830,11/8/2020 19:24,NA,b'@NeecheSeTopper The question should be who are you supporting in #IPL2020 final .. poll results will be different ;)',b'sss_148',['IPL2020'],question supporting poll result different,15
831,11/8/2020 19:24,NA,b'@sanjaymanjrekar Sir then why did most commentators in #IPL2020  underrate #SunrisersHyderabad ? Starting from @virendersehwag to others. Only beacuse the team is not loaded with big names? Or because of the inexperienced and somewhat fragile middle order? \xf0\x9f\x98\x90\xf0\x9f\x98\x90\xf0\x9f\x98\x90',b'punya101',"['IPL2020', 'SunrisersHyderabad']",sir commentator underrate starting others beacuse team loaded big name inexperienced somewhat fragile middle order xfxfxxxfxfxxxfxfxx,33
832,11/8/2020 19:24,NA,"b""Holder's superb late cameo sees him finish, on average, the most impactful Cricket List player in #IPL2020 .   Warner finishes second.   #SRH https://t.co/IozEZKI7OO""",b'TheCricketList',"['IPL2020', 'SRH']",holder superb late cameo see finish average impactful cricket list player warner finish second,19
833,11/8/2020 19:24,NA,b'End of the road for all the #SRH members on the list. This now lives Sharma as the last man standing.   Good season for Warner and Holder. Warner ends with the highest points overall as well as most runs and most points from the field.   Holder ends with most wickets.  #IPL2020 https://t.co/qk9wTy0LKr',b'TheCricketList',"['SRH', 'IPL2020']",end road member list life sharma last man standing good season warner holder warner end highest point overall well run point field holder end wicket,49
834,11/8/2020 19:23,NA,b'Congratulations @DelhiCapitals Well deserved victory  What a season its been for Marcus Stoinis\xf0\x9f\x99\x8c A step closer to the Cup Hopefully Dilliwale will take IPL trophy this time @SunRisers fought like a Champion Kane Williamson is Pure Gold\xe2\x9d\xa4\xe2\x9d\xa4 #IPL2020 #DCvsSRH #DelhiCapitals',b'rahul93shukla',"['IPL2020', 'DCvsSRH', 'DelhiCapitals']",congratulation well deserved victory season marcus stoinisxfxfxxc step closer cup hopefully dilliwale take trophy time fought like champion kane williamson pure goldxexdxaxexdxa,35
835,11/8/2020 19:23,NA,"b""Well fought @SunRisers  Kane Williamson again showing his class today. Hard luck but it's been an amazing journey this season. Hope we come back strong in 2021! #IPL2020""",b'varmashivakumar',['IPL2020'],well fought kane williamson showing class today hard luck amazing journey season hope come back strong,25
836,11/8/2020 19:23,NA,b'Stand out players of our final game of the tournament \xf0\x9f\x91\x8f\xf0\x9f\xa7\xa1  #DCvSRH #OrangeArmy #KeepRising #IPL2020 @SunRisers https://t.co/upP4nvwtz2',b'Sureshkonduri9',"['DCvSRH', 'OrangeArmy', 'KeepRising', 'IPL2020']",stand player game tournament xfxfxxfxfxfxaxa,11
837,11/8/2020 19:22,NA,"b""And it's the time for final clashes in both #IPL2020 &amp; #WomensT20Challenge \xf0\x9f\x95\xba\xf0\x9f\x92\x83\xf0\x9f\xa4\x99\xf0\x9f\x94\xa5  #WomensT20Challenge    #Trailblazers vs #Supernovas  @mandhana_smriti vs @ImHarmanpreet   And   #IPL2020   #MumbaiIndians vs #DelhiCapitals  @ImRo45 vs @ShreyasIyer15  \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5""",b'AdhithyaRosh',"['IPL2020', 'WomensT20Challenge', 'WomensT20Challenge', 'Trailblazers', 'Supernovas', 'IPL2020', 'MumbaiIndians', 'DelhiCapitals']",time clash xfxfxxbaxfxfxxxfxfxaxxfxfxxa v v v v xfxfxxaxfxfxxaxfxfxxaxfxfxxa,17
838,11/8/2020 19:22,NA,"b'#ShreyasIyer struggled to hide his happiness, after leading the #DelhiCapitals to their maiden IPL final following victory by a margin of 17 runs against #SunRisersHyderabad in Qualifier 2   #IPL2020 #DCvsSRH   https://t.co/Pd1ZVubk9q'",b'CricketNDTV',"['ShreyasIyer', 'DelhiCapitals', 'SunRisersHyderabad', 'IPL2020', 'DCvsSRH']",struggled hide happiness leading maiden following victory margin run qualifier,23
839,11/8/2020 19:22,NA,b'Ok @zomato cancel my order for Hyderabadi Biryani because it is time to order chandni chowk ka Paratha.  #IPL2020 #IPLPlayoffs #SRHvsDC @SunRisers @DelhiCapitals',b'Rishabh83794373',"['IPL2020', 'IPLPlayoffs', 'SRHvsDC']",ok cancel order hyderabadi biryani time order chandni chowk ka paratha,17
840,11/8/2020 19:22,NA,b'quick poll. who will win #IPL2020',b'NeecheSeTopper',['IPL2020'],quick poll win,5
841,11/8/2020 19:22,NA,b'AB de Villiers posted a heartfelt message for team #RoyalChallengersBangalore and fans as yet another season ended for #RCB without a title  #IPL2020  https://t.co/iswEG6yXsA',b'CricketNDTV',"['RoyalChallengersBangalore', 'RCB', 'IPL2020']",ab de villiers posted heartfelt message team fan yet another season ended without title,20
842,11/8/2020 19:22,NA,b'Is this a coincidence? India saw a decline since the start of @IPL 2020.  People stay home to watch the match and stop the spread of covid-19 #IPL2020 #IPL2020final   #MIvDC https://t.co/gRrsUk31wb',b'Anurag03302018',"['IPL2020', 'IPL2020final', 'MIvDC']",coincidence india saw decline since start people stay home watch match stop spread covid,25
843,11/8/2020 19:22,NA,"b'You win some, you lose some. But in life, you should always #KeepRising! \xf0\x9f\xa7\xa1  #OrangeArmy #IPL2020 #Dream11IPL #DCvSRH'",b'JaveedAhmad0786',"['KeepRising', 'OrangeArmy', 'IPL2020', 'Dream11IPL', 'DCvSRH']",win lose life always,13
844,11/8/2020 19:22,NA,"b'A complete team performance by Delhi Capitals. Dhawan, Stoinis, Hetmyer, Rabada all contributing massively to take @DelhiCapitals to their maiden IPL Final. Hoping for a turnaround in fortunes for DC against @mipaltan in the grand finale. #DelhiCapitals #IPL2020 #Dream11IPL'",b'rajarshi_15',"['DelhiCapitals', 'IPL2020', 'Dream11IPL']",complete team performance delhi capital dhawan stoinis hetmyer rabada contributing massively take maiden hoping turnaround fortune dc grand finale,34
845,11/8/2020 19:21,NA,b'#IPL2020 it will be all blues in the finales....hip hip hurray...#mi v #DC',b'PMIPL_media',"['IPL2020', 'mi', 'DC']",blue finaleship hip hurray,11
846,11/8/2020 19:21,NA,"b'Started supporting when viru and gauti used to open and McGrath and irfan was @DelhiCapitals prime death bowler. After 13 years of ups and mostly downs, we are into the finals. A special congratulation to all of the DC community.    #IPL2020 #DelhiCapitals #Cricket #DCvsMI https://t.co/BPkgVIGmxr'",b'0Aditya1',"['IPL2020', 'DelhiCapitals', 'Cricket', 'DCvsMI']",started supporting viru gauti used open mcgrath irfan prime death bowler year ups mostly down final special congratulation dc community,38
847,11/8/2020 19:21,NA,b'Predicted On 18th OCT #IPL2020\xc2\xa0 FINALS \xe2\x9c\x85 #MIvsDC \xf0\x9f\x92\xafComparison   D Cock =Dhawan  Rohit =Iyer \xf0\x9f\x8c\x9f Surya &gt;Rahane  Ishan &gt; Pant Hardik &gt;Hetmyer Pollard =Stoinis  Krunal &lt;Axar  Bolt =Norje  Bumrah =Rabada  Chahar &lt;Ashwin  Nile =Dubey  Evenly Poised MI Batting \xf0\x9f\x91\x8c~ DC Bowling \xf0\x9f\x91\x8dTough \xf0\x9f\x98\xb1 https://t.co/cmOsDqApe9 https://t.co/ByDUfaMY2c',b'AazimKassim',"['IPL2020', 'MIvsDC']",predicted oct final xfxfxxafcomparison cock dhawan rohit iyer xfxfxcxf surya gtrahane ishan gt pant hardik gthetmyer pollard stoinis krunal ltaxar bolt norje bumrah rabada chahar ltashwin nile dubey evenly poised mi batting xfxfxxc dc bowling xfxfxxdtough xfxfxxb,42
848,11/8/2020 19:21,NA,"b""Mumbai crushed DC in that first qualifier, and have won this competition so many times. DC have collapsed so many times. It's a scary challenge honestly. But who knows....could this be the year #DelhiCapitals #IPL2020""",b'the_semperfi',"['DelhiCapitals', 'IPL2020']",mumbai crushed dc first qualifier competition many time dc collapsed many time scary challenge honestly knowscould year,33
849,11/8/2020 19:20,NA,"b'As, @SunRisers Journey ended yesterday \xe2\x98\xb9\xef\xb8\x8f, But #IPL2020 will surely miss #natarajan ""Deadly Yorkers"". #IPLinUAE #Dream11IPL'",b'vinaykalra3',"['IPL2020', 'natarajan', 'IPLinUAE', 'Dream11IPL']",journey ended yesterday xexxbxefxbxf surely miss deadly yorkers,11
850,11/8/2020 19:20,NA,"b""Just Can't drop Kane Williamson off the #Dream11 Team  Not against any player of #SRH \xf0\x9f\x92\xaf  #IPL2020""",b'InsaneSahil444',"['Dream11', 'SRH', 'IPL2020']",cant drop kane williamson team player xfxfxxaf,14
851,11/8/2020 19:20,NA,"b'#KaneWilliamson &amp; that smile, he is beyond imagination \xf0\x9f\x92\xad #IPL2020 #SRHvsDC https://t.co/5miWJg4Ugr'",b'IamVishalJ11',"['KaneWilliamson', 'IPL2020', 'SRHvsDC']",smile beyond imagination xfxfxxad,8
852,11/8/2020 19:20,NA,b'Anyone else not doing well in life? Try changing your name like Delhi capitals #IPL2020',b'unlimitedbanter',['IPL2020'],anyone else well life try changing name like delhi capital,14
853,11/8/2020 19:20,NA,b'Congratulations to @DelhiCapitals for winning the contest against @SunRisers. #IPL2020 #DCvSRH',b'kushalbhatt99',"['IPL2020', 'DCvSRH']",congratulation winning contest,7
854,11/8/2020 19:20,NA,"b'Thankyou @SunRisers for entertaining us throughout the season .You win or loose, I will always be there with #OrangeArmy . Always #KeepRising #KeepPushing.I believe we will bounce back next season. Till then, Good luck.@davidwarner31  #DCvsSRH  #Dream11IPL  #Eliminator  #IPL2020'",b'MalayaRSMSport',"['OrangeArmy', 'KeepRising', 'KeepPushing', 'DCvsSRH', 'Dream11IPL', 'Eliminator', 'IPL2020']",thankyou entertaining u throughout season win loose always always believe bounce back next season till good luck,30
855,11/8/2020 19:20,NA,b'#KaneWilliamson and #ABDevilliers  They both know only two things 1.putting \xf0\x9f\x92\xaf% efforts on game 2.whether win or loose keep smiling True legends of game #IPL2020 #DCvSRH #OrangeArmy https://t.co/zkQCt4DVXu',b'JaveedH16',"['KaneWilliamson', 'ABDevilliers', 'IPL2020', 'DCvSRH', 'OrangeArmy']",know two thing putting xfxfxxaf effort game whether win loose keep smiling true legend game,22
856,11/8/2020 19:20,NA,b'He would be. The fans would be.   SRH have done themselves proud with their run in IPL 2020!    #IPL2020 #DCvsSRH #DC #sunrisershyderabad #Warner #cricketnews https://t.co/sMjkkhkXYo',b'cricketnews_com',"['IPL2020', 'DCvsSRH', 'DC', 'sunrisershyderabad', 'Warner', 'cricketnews']",would fan would srh done proud run,17
857,11/8/2020 19:19,NA,b'No. of IPL finals for each team:  8 - CSK 6 - MI 3 - RCB 2 - KKR 2 - SRH 1 - Deccan 1 - KXIP 1 - RR 1 - RPS 1 - Delhi   #IPL2020  #IPLFinal',b'news24sevendays',"['IPL2020', 'IPLFinal']",final team csk mi rcb kkr srh deccan kxip rr rps delhi,17
858,11/8/2020 19:19,NA,b'MI have defeated DC 3 times this IPL. Will it be a 4th time on Tuesday? @mipaltan @DelhiCapitals #MIvsDC #IPL2020',b'Nikhil_Rams',"['MIvsDC', 'IPL2020']",mi defeated dc time time tuesday,15
859,11/8/2020 19:19,NA,"b'If bhuvi,marsh,saha and shanker would have been there in these crucial knockout games #srh would have lifted the trophy easily.   #OrangeArmy  #IPL2020'",b'Shadaab07944',"['srh', 'OrangeArmy', 'IPL2020']",bhuvimarshsaha shanker would crucial knockout game would lifted trophy easily,19
860,11/8/2020 19:19,NA,b'#MI to face #DC in #IPL2020 finals after a tight Qualifier 2! #SRHvDC #MIvDC #IPL #SRHvsDC #DCvsSRH @SunRisers @DelhiCapitals   #GalattaCares   https://t.co/IwGxHn7WIG',b'galattadotcom',"['MI', 'DC', 'IPL2020', 'SRHvDC', 'MIvDC', 'IPL', 'SRHvsDC', 'DCvsSRH', 'GalattaCares']",face final tight qualifier,8
861,11/8/2020 19:19,NA,"b""IPL 2020: Delhi Capitals enter maiden IPL final, captain Shreyas Iyer describes it as 'best feeling ever' @ShreyasIyer15 @DelhiCapitals #DelhiCapitals #IPL2020 #IPL13 #DCvSRH #DCvsSRH #iplseason13 #IPLinUAE #IPL2020playoffs https://t.co/l7IGjMxHfv""",b'mykhelcom',"['DelhiCapitals', 'IPL2020', 'IPL13', 'DCvSRH', 'DCvsSRH', 'iplseason13', 'IPLinUAE', 'IPL2020playoffs']",delhi capital enter maiden captain shreyas iyer describes best feeling ever,16
862,11/8/2020 19:19,NA,"b'Considering all 30+ to take a break from T20s (hypothetically), we still have a great T20 team for India. \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x94\xa5\xf0\x9f\x92\xa5  1. Rahul\xf0\x9f\x8f\x8f 2. Padikkal\xf0\x9f\x8f\x8f 3. Ishan\xf0\x9f\x8f\x8f 4. Iyer\xf0\x9f\x8f\x8f 5. Samson\xf0\x9f\x8f\x8f 6. Pandya\xf0\x9f\x8f\x8f\xe2\x9a\xbe\xef\xb8\x8f 7. Samad\xf0\x9f\x8f\x8f\xe2\x9a\xbe\xef\xb8\x8f 8. Sundar\xf0\x9f\x8f\x8f\xe2\x9a\xbe\xef\xb8\x8f 9. Natarajan\xe2\x9a\xbe\xef\xb8\x8f 10. Bumrah\xe2\x9a\xbe\xef\xb8\x8f 11. Varun\xe2\x9a\xbe\xef\xb8\x8f  #DCvSRH #SRHvDC #IPL2020'",b'SarkarSpeaking',"['DCvSRH', 'SRHvDC', 'IPL2020']",considering take break t hypothetically still great team india xfxfxxaexfxfxxbxfxfxxaxfxfxxa rahulxfxfxfxf padikkalxfxfxfxf ishanxfxfxfxf iyerxfxfxfxf samsonxfxfxfxf pandyaxfxfxfxfxexaxbexefxbxf samadxfxfxfxfxexaxbexefxbxf sundarxfxfxfxfxexaxbexefxbxf natarajanxexaxbexefxbxf bumrahxexaxbexefxbxf varunxexaxbexefxbxf,30
863,11/8/2020 19:19,NA,b'@zomato Keep Vada Pav In Stock Please  #Mi #DC #IPL2020 #IPLfinal #SRHvsDC',b'ShopGrato',"['Mi', 'DC', 'IPL2020', 'IPLfinal', 'SRHvsDC']",keep vada pav stock please,6
864,11/8/2020 19:18,NA,b'Number of 200+ scores in the IPL batting first: 77  Number of times teams have successfully chased a 200+ score: 11  Teams to have successfully chased 200+ scores: #KXIP #CSK #RR #RCB #KKR #DC  Teams in #IPL2020 to have never successfully chased 200+ scores: #MI #SRH  #Qualifier2 https://t.co/LWwBtaQCBR',b'numbersinsport',"['KXIP', 'CSK', 'RR', 'RCB', 'KKR', 'DC', 'IPL2020', 'MI', 'SRH', 'Qualifier2']",number score batting first number time team successfully chased score team successfully chased score team never successfully chased score,31
865,11/8/2020 19:18,NA,b'@IPL @DelhiCapitals Abdul samad. Has a bright future ahead if groomed well\xf0\x9f\x8f\x8f\xf0\x9f\x92\xaf\xf0\x9f\x94\xa5  #SRHvsDC #srh #kane #holder #dc #MIvsDC #mi #finals #IPL2020 https://t.co/NAEAV16eLG',b'unanimous898989',"['SRHvsDC', 'srh', 'kane', 'holder', 'dc', 'MIvsDC', 'mi', 'finals', 'IPL2020']",abdul samad bright future ahead groomed wellxfxfxfxfxfxfxxafxfxfxxa,10
866,11/8/2020 19:18,NA,"b""Shikhar Dhawan's fiery half-century and Marcus Stoinis' all-round show carried Delhi Capitals into their maiden IPL final #IPL2020  https://t.co/zPJC9FRUaw""",b'_cricingif',['IPL2020'],shikhar dhawans fiery halfcentury marcus stoinis allround show carried delhi capital maiden,17
867,11/8/2020 19:18,NA,b'@nageshpalati @SunRisers He did not play final luckily  #SRHvsDC #SRH @SunRisers #MINNOWS  #IPL2020',b'tenet223',"['SRHvsDC', 'SRH', 'MINNOWS', 'IPL2020']",play luckily,6
868,11/8/2020 19:18,NA,"b""#SRH is an underrated team that no one talks about but has good IPL consistent record &amp; we have Kohli's RCB that hardly performs in crucial games but our ex cricketers still love to hype up Kohli's captaincy which he enjoys for past 8 yrs..#IPL2020""",b'paragd15',"['SRH', 'IPL2020']",underrated team one talk good consistent record kohlis rcb hardly performs crucial game ex cricketer still love hype kohlis captaincy enjoys past yr,43
869,11/8/2020 19:18,NA,b'#IPL2020 final having my favourite teams https://t.co/I5UdTupmFT',b'smshinde99',['IPL2020'],favourite team,5
870,11/8/2020 19:18,NA,"b""It's taken 13 years and Delhi have finally made it to a final. Against what I jokingly call the big rivals Mumbai. Make no mistake - Mumbai are the overwhelming favourites, but damn it's 2020 so anything is possible right?! \xf0\x9f\xa4\x9e #IPL2020 #DelhiCapitals""",b'the_semperfi',"['IPL2020', 'DelhiCapitals']",taken year delhi finally made jokingly call big rival mumbai make mistake mumbai overwhelming favourite damn anything possible right xfxfxaxe,38
871,11/8/2020 19:18,NA,b'Congratulations \xf0\x9f\xa4\x97\xf0\x9f\x98\x8d\xf0\x9f\x92\xa5\xf0\x9f\x8e\x89\xf0\x9f\x98\x81\xf0\x9f\x98\x98\xf0\x9f\xa4\xa9\xf0\x9f\x99\x83 #DelhiCapitals #DCvSRH #dcvsmi #IPL2020 #iplseason13 #IPLT20 #IPL2020UAE #srh @DelhiCapitals @SunRisers https://t.co/lRXRqxykrJ',b'Sudha36108912',"['DelhiCapitals', 'DCvSRH', 'dcvsmi', 'IPL2020', 'iplseason13', 'IPLT20', 'IPL2020UAE', 'srh']",congratulation xfxfxaxxfxfxxdxfxfxxaxfxfxexxfxfxxxfxfxxxfxfxaxaxfxfxx,2
872,11/8/2020 19:18,NA,b'Well we would want see him open!   #IPL2020 #DCvsSRH #DC #DelhiCapitals #Stoinis #cricketnews https://t.co/jvF0mGttUX',b'cricketnews_com',"['IPL2020', 'DCvsSRH', 'DC', 'DelhiCapitals', 'Stoinis', 'cricketnews']",well would want see open,7
873,11/8/2020 19:17,NA,"b'Heartbroken\xf0\x9f\x98\xa5\xf0\x9f\x98\xa5 but u was fantastic @ABDULSAMAD___1\xe2\x9d\xa4\xe2\x9d\xa4 Hard luck tonight, gud luck next time @SunRisers Well played and keep it up @DelhiCapitals #SRHvsDC #IPL2020 All the best #Finalists  @mipaltan hope u ll make our another boy proud.'",b'Imtiyaz_918',"['SRHvsDC', 'IPL2020', 'Finalists']",heartbrokenxfxfxxaxfxfxxa fantastic xexdxaxexdxa hard luck tonight gud luck next time well played keep best hope make another boy proud,30
874,11/8/2020 19:17,NA,b'Proud of @SunRisers #IPL2020 campaign Great leadership from @davidwarner31  Excellent support from our dependables @rashidkhan_19 #KaneWilliamson  Rejuvenated @im_manishpandey at no 3 @vijayshankar260 good with ball Good findings @ABDULSAMAD___1 @Natarajan_91 @priyamg03149099 ..',b'NRakeshReddy',"['IPL2020', 'KaneWilliamson']",proud campaign great leadership excellent support dependables rejuvenated good ball good finding,19
875,11/8/2020 19:17,NA,b'@SunRisers fought back from the brink of elimination in league stage to reach the 2nd Eliminator. Respect for that brilliant recovery and run till E2. #IPL2020',b'ChoteSheru',['IPL2020'],fought back brink elimination league stage reach nd eliminator respect brilliant recovery run till e,24
